substance,product,year,month,title,text,date_published,description,language,isModified,url
Inotuzumab/Ozogamicin,"""Besponsa""",2017,8,BESPONSA 1 mg Plv.f.e.Konz.z.Herst.e.Infusionslsg.,"Wichtige Hinweise
Mithilfe dieser Datenbank können Sie sich über Arzneimittel informieren.
Die medizinische Wissenschaft entwickelt sich ständig weiter. Neue Informationen finden nur mit zeitlicher Verzögerung Eingang in diese Datenbank. Lesen Sie daher immer die aktuelle Gebrauchsinformation, die Ihrem Medikament beiliegt, vollständig durch und fragen Sie Ihren Arzt oder Apotheker.
Die Informationen dieser Datenbank sind nicht vollständig. Nicht jede Information ist für jeden Patienten relevant. Die Datenbank ersetzt daher nicht den Arztbesuch und die Beratung durch den Apotheker.
Quellen: Informationsgrundlage ist das Datenangebot von ABDATA Pharma-Daten-Service",2015-11-09 13:15:25,"Ausführliche Informationen zum Medikament BESPONSA 1 mg Plv.f.e.Konz.z.Herst.e.Infusionslsg. (PZN: 12490038) : Wirkung, Anwendungsgebiete, Gegenanzeigen,...",de,0,https://www.apotheken-umschau.de/Medikamente/Beipackzettel/BESPONSA-1-mg-Plv.f.e.Konz.z.Herst.e.Infusionslsg.-12490038.html
Inotuzumab/Ozogamicin,"""Besponsa""",2017,8,Medikamente von A bis Z,"Medikamente im Überblick
Hier können Sie nach Beipackzetteln suchen, Wechselwirkungen zwischen Medikamenten überprüfen und Arzneimittel mit einem bestimmten Wirkstoff finden",2012-10-30 09:38:55,"Wählen Sie aus der Liste einen Anfangsbuchstaben aus, für den Sie passende Medikamente aufgelistet bekommen wollen",de,0,https://www.apotheken-umschau.de/Medikamente/Arzneimittellisten/Medikamente_B-6.html
Inotuzumab/Ozogamicin,"""Besponsa""",2017,8,Medikamente eines Wirkstoffs,"Wirkstoffe von A-Z
Wählen Sie aus der Liste das Medikament aus, für das Sie genauere Informationen angezeigt bekommen wollen:",2015-11-09 16:09:07,Auflistung von Medikamenten eines bestimmten Wirkstoffs,de,0,https://www.apotheken-umschau.de/Medikamente/Wirkstofflisten/Inotuzumab-ozogamicin-13172.html
Inotuzumab/Ozogamicin,"""Besponsa""",2017,8,Medikamente von A bis Z,"Medikamente im Überblick
Hier können Sie nach Beipackzetteln suchen, Wechselwirkungen zwischen Medikamenten überprüfen und Arzneimittel mit einem bestimmten Wirkstoff finden",2012-10-30 09:38:55,"Wählen Sie aus der Liste einen Anfangsbuchstaben aus, für den Sie passende Medikamente aufgelistet bekommen wollen",de,0,https://www.apotheken-umschau.de/Medikamente/Arzneimittellisten/Medikamente_B-5.html
Ixazomib,"""Ninlaro""",2017,1,NINLARO 3 mg Hartkapseln,"Wichtige Hinweise
Mithilfe dieser Datenbank können Sie sich über Arzneimittel informieren.
Die medizinische Wissenschaft entwickelt sich ständig weiter. Neue Informationen finden nur mit zeitlicher Verzögerung Eingang in diese Datenbank. Lesen Sie daher immer die aktuelle Gebrauchsinformation, die Ihrem Medikament beiliegt, vollständig durch und fragen Sie Ihren Arzt oder Apotheker.
Die Informationen dieser Datenbank sind nicht vollständig. Nicht jede Information ist für jeden Patienten relevant. Die Datenbank ersetzt daher nicht den Arztbesuch und die Beratung durch den Apotheker.
Quellen: Informationsgrundlage ist das Datenangebot von ABDATA Pharma-Daten-Service",2015-11-09 13:15:25,"Ausführliche Informationen zum Medikament NINLARO 3 mg Hartkapseln (PZN: 11531700) : Wirkung, Anwendungsgebiete, Gegenanzeigen, Nebenwirkungen, Dosierung,...",de,0,https://www.apotheken-umschau.de/Medikamente/Beipackzettel/NINLARO-3-mg-Hartkapseln-11531700.html
Ixazomib,"""Ninlaro""",2017,1,NINLARO 4 mg Hartkapseln,"Wichtige Hinweise
Mithilfe dieser Datenbank können Sie sich über Arzneimittel informieren.
Die medizinische Wissenschaft entwickelt sich ständig weiter. Neue Informationen finden nur mit zeitlicher Verzögerung Eingang in diese Datenbank. Lesen Sie daher immer die aktuelle Gebrauchsinformation, die Ihrem Medikament beiliegt, vollständig durch und fragen Sie Ihren Arzt oder Apotheker.
Die Informationen dieser Datenbank sind nicht vollständig. Nicht jede Information ist für jeden Patienten relevant. Die Datenbank ersetzt daher nicht den Arztbesuch und die Beratung durch den Apotheker.
Quellen: Informationsgrundlage ist das Datenangebot von ABDATA Pharma-Daten-Service",2015-11-09 13:15:25,"Ausführliche Informationen zum Medikament NINLARO 4 mg Hartkapseln (PZN: 14276119) : Wirkung, Anwendungsgebiete, Gegenanzeigen, Nebenwirkungen, Dosierung,...",de,0,https://www.apotheken-umschau.de/Medikamente/Beipackzettel/NINLARO-4-mg-Hartkapseln-14276119.html
Ixazomib,"""Ninlaro""",2017,1,NINLARO 4 mg Hartkapseln,"Wichtige Hinweise
Mithilfe dieser Datenbank können Sie sich über Arzneimittel informieren.
Die medizinische Wissenschaft entwickelt sich ständig weiter. Neue Informationen finden nur mit zeitlicher Verzögerung Eingang in diese Datenbank. Lesen Sie daher immer die aktuelle Gebrauchsinformation, die Ihrem Medikament beiliegt, vollständig durch und fragen Sie Ihren Arzt oder Apotheker.
Die Informationen dieser Datenbank sind nicht vollständig. Nicht jede Information ist für jeden Patienten relevant. Die Datenbank ersetzt daher nicht den Arztbesuch und die Beratung durch den Apotheker.
Quellen: Informationsgrundlage ist das Datenangebot von ABDATA Pharma-Daten-Service",2015-11-09 13:15:25,"Ausführliche Informationen zum Medikament NINLARO 4 mg Hartkapseln (PZN: 11531717) : Wirkung, Anwendungsgebiete, Gegenanzeigen, Nebenwirkungen, Dosierung,...",de,0,https://www.apotheken-umschau.de/Medikamente/Beipackzettel/NINLARO-4mg-11531717.html
Ixazomib,"""Ninlaro""",2017,1,Medikamente von A bis Z,"Medikamente im Überblick
Hier können Sie nach Beipackzetteln suchen, Wechselwirkungen zwischen Medikamenten überprüfen und Arzneimittel mit einem bestimmten Wirkstoff finden",2012-10-30 09:38:55,"Wählen Sie aus der Liste einen Anfangsbuchstaben aus, für den Sie passende Medikamente aufgelistet bekommen wollen",de,0,https://www.apotheken-umschau.de/Medikamente/Arzneimittellisten/Medikamente_N-8.html
Ixekizumab,"""Taltz""",2017,3,TALTZ 80 mg Injektionslösung in einem Fertigpen,"Wichtige Hinweise
Mithilfe dieser Datenbank können Sie sich über Arzneimittel informieren.
Die medizinische Wissenschaft entwickelt sich ständig weiter. Neue Informationen finden nur mit zeitlicher Verzögerung Eingang in diese Datenbank. Lesen Sie daher immer die aktuelle Gebrauchsinformation, die Ihrem Medikament beiliegt, vollständig durch und fragen Sie Ihren Arzt oder Apotheker.
Die Informationen dieser Datenbank sind nicht vollständig. Nicht jede Information ist für jeden Patienten relevant. Die Datenbank ersetzt daher nicht den Arztbesuch und die Beratung durch den Apotheker.
Quellen: Informationsgrundlage ist das Datenangebot von ABDATA Pharma-Daten-Service",2015-11-09 13:15:25,"Ausführliche Informationen zum Medikament TALTZ 80 mg Injektionslösung in einem Fertigpen (PZN: 13509225) : Wirkung, Anwendungsgebiete, Gegenanzeigen,...",de,0,https://www.apotheken-umschau.de/Medikamente/Beipackzettel/TALTZ-80-mg-Injektionsloesung-in-einem-Fertigpen-13509225.html
Ixekizumab,"""Taltz""",2017,3,TALTZ 80 mg Injektionslösung in einem Fertigpen,"Wichtige Hinweise
Mithilfe dieser Datenbank können Sie sich über Arzneimittel informieren.
Die medizinische Wissenschaft entwickelt sich ständig weiter. Neue Informationen finden nur mit zeitlicher Verzögerung Eingang in diese Datenbank. Lesen Sie daher immer die aktuelle Gebrauchsinformation, die Ihrem Medikament beiliegt, vollständig durch und fragen Sie Ihren Arzt oder Apotheker.
Die Informationen dieser Datenbank sind nicht vollständig. Nicht jede Information ist für jeden Patienten relevant. Die Datenbank ersetzt daher nicht den Arztbesuch und die Beratung durch den Apotheker.
Quellen: Informationsgrundlage ist das Datenangebot von ABDATA Pharma-Daten-Service",2015-11-09 13:15:25,"Ausführliche Informationen zum Medikament TALTZ 80 mg Injektionslösung in einem Fertigpen (PZN: 13349796) : Wirkung, Anwendungsgebiete, Gegenanzeigen,...",de,0,https://www.apotheken-umschau.de/Medikamente/Beipackzettel/Taltz-80-mg-Injektionsloesung-in-einem-Fertigpen-13349796.html
Ixekizumab,"""Taltz""",2017,3,TALTZ 80 mg Injektionslösung i.e.Fertigspritze,"Wichtige Hinweise
Mithilfe dieser Datenbank können Sie sich über Arzneimittel informieren.
Die medizinische Wissenschaft entwickelt sich ständig weiter. Neue Informationen finden nur mit zeitlicher Verzögerung Eingang in diese Datenbank. Lesen Sie daher immer die aktuelle Gebrauchsinformation, die Ihrem Medikament beiliegt, vollständig durch und fragen Sie Ihren Arzt oder Apotheker.
Die Informationen dieser Datenbank sind nicht vollständig. Nicht jede Information ist für jeden Patienten relevant. Die Datenbank ersetzt daher nicht den Arztbesuch und die Beratung durch den Apotheker.
Quellen: Informationsgrundlage ist das Datenangebot von ABDATA Pharma-Daten-Service",2015-11-09 13:15:25,"Ausführliche Informationen zum Medikament TALTZ 80 mg Injektionslösung i.e.Fertigspritze (PZN: 12143408) : Wirkung, Anwendungsgebiete, Gegenanzeigen,...",de,0,https://www.apotheken-umschau.de/Medikamente/Beipackzettel/TALTZ-80-mg-Injektionsloesung-i.e.Fertigspritze-12143408.html
